"latitude","longitude","geometry","UK","TIT","LIE","AUT","ATT","SIE","LKP"
"46.580224","0.340375","Point",26170,"L'Aurore semant des fleurs","Musée Sainte-Croix (Poitiers)","Carracci Annibale","genre de","17e","folder_0001/folder_0124/elem_0083/FR86_0010_MUS_828131_0013_low.jpg"
"43.610769","3.876716","Point",31255,"Le Martyre de saint Sébastien","Musée Fabre (Montpellier)","Carracci Annibale","entourage de","16e","folder_0003/folder_0248/elem_0109/FR34_0001_MUS_31255_0173_low.jpg"
"43.529742","5.447427","Point",10228,"Pietà","Musée Granet (Aix-en-Provence)","Carracci Annibale","entourage de","17e","folder_0003/folder_0010/elem_0142/FR13_0001_MUS_010228_0005_low.jpg"
"43.529742","5.447427","Point",10230,"La Déploration sur le corps du Christ","Musée Granet (Aix-en-Provence)","Carracci Annibale","genre de","17e","folder_0003/folder_0010/elem_0143/FR13_0001_MUS_010230_0006_low.jpg"
"47.293894","-3.081729","Point",29872,"Pietà avec saint François et sainte Marie-Madeleine","Eglise Notre-Dame (Le Palais, Belle-Île)","Carracci Annibale","copié d'après","19e",
"49.306147","2.770196","Point",228242,"La Déploration du Christ","Eglise Saint-Denis-et-Saint-Jean-Baptiste (Saintines)","Carracci Annibale","d'après","17e","folder_0004/folder_0107/elem_0225/FR60_0010_REL_228242_0033_low.jpg"
"48.862908","2.350076","Point",133844,"Le Christ et la Samaritaine","Eglise Saint-Leu-Saint-Gilles (Paris)","Carracci Annibale","copié d'après","non précisé",
"47.903739","3.601295","Point",25781,"Le Repos pendant la Fuite en Égypte","Eglise Saint-Martial (Seignelay)","Carracci Annibale","copié d'après","17e","folder_0003/folder_0006/elem_0102/FR75_0001_MED_25781_0062_low.jpg"
"49.120424","6.175872","Point",25238,"Déploration sur le Christ mort","Cathédrale Saint-Étienne (Metz)","Carracci Annibale","copié d'après","18e","folder_0003/folder_0247/elem_0102/FR75_0001_MED_25238_0381_low.jpg"
"49.120424","6.175872","Point",25239,"Le Christ et la Samaritaine","Cathédrale Saint-Étienne (Metz)","Carracci Annibale","copié d'après","18e","folder_0003/folder_0247/elem_0110/FR75_0001_MED_25239_0382_low.jpg"
"48.860591","2.337582","Point",13179,"Le Déluge","Musée du Louvre (Paris)","Carracci Antonio","de","17e","folder_0003/folder_0117/elem_0019/FR75_0002_MUS_13179_0089_low.jpg"
"48.577613","-3.828228","Point",26350,"La Sainte Famille dans l'atelier de saint Joseph","Ancienne église du couvent des Ursulines (Morlaix)","Carracci Antonio","copié d'après","17e","folder_0001/folder_0120/elem_0186/FR29_0015_REL_0001_low.jpg"
"48.117266","-1.6777926","Point",10236,"Le Martyre de saint Pierre et saint Paul","Musée des Beaux-Arts (Rennes)","Carracci Lodovico","de","16e","folder_0001/folder_0121/elem_0214/FR35_0013_MUS_181114_0004_low.jpg"
"48.853009","2.349981","Point",25567,"Saint Bernardin de Sienne protégeant la ville de Carpi","Cathédrale Notre-Dame (Paris)","Carracci Lodovico","de","17e","folder_0003/folder_0240/elem_0204/FR75_0001_MED_25567_292_low.jpg"
"50.374659","3.075545","Point",10232,"La Flagellation du Christ","Musée de la Chartreuse (Douai)","Carracci Lodovico","de","16e","folder_0001/folder_0124/elem_0009/FR59_0001_MUS_2797_0003_low.jpg"
"48.860591","2.337582","Point",23386,"La Vierge et l'Enfant","Musée du Louvre (Paris)","Carracci Lodovico","de","17e","folder_0003/folder_0118/elem_0077/FR75_0002_MUS_23386_0397_low.jpg"
"49.433187","2.079413","Point",10238,"L'Apparition de la Vierge et de l'Enfant Jésus à saint Hyacinthe","Musée départemental de l'Oise (Beauvais)","Carracci Lodovico","entourage de","16e","folder_0004/folder_0141/elem_0162/FR60_0001_MUS_10238_0057_low.jpg"
"43.610769","3.876716","Point",137637,"Le Christ au jardin des oliviers","Musée Fabre (Montpellier)","Carracci Lodovico","copié d'après","non précisé","folder_0003/folder_0247/elem_0245/FR34_0001_MUS_137637_0059_low.jpg"
"43.513833","4.988494","Point",15323,"Le Christ dépouillé de ses vêtements","Eglise Notre-Dame-de-Beauvoir (Istres)","Carracci Lodovico","copié d'après","16e","folder_0003/folder_0142/elem_0134/FR75_0001_MED_015323_81_low.jpg"
"48.542105","2.6554","Point",131118,"La Transfiguration","Eglise Notre-Dame (Melun)","Carracci Lodovico","copié d'après","18e","folder_0002/folder_0148/elem_0154/FR77_0001_REL_UK_131118_0011_low.jpg"
"47.322047","5.04148","Point",131109,"La Vierge tenant un livre avec l'Enfant et des saints","Musée des Beaux-Arts (Dijon)","Carracci Lodovico","copié d'après","non précisé","folder_0003/folder_0006/elem_0182/FR21_0003_MUS_131109_0072_low.jpg"
"48.404676","2.70162","Point",21501,"L'Adoration des Bergers / La Nativité de Jésus-Christ","Musée national du Château (Fontainebleau)","Carracci Lodovico","de","17e","folder_0002/folder_0148/elem_0208/FR77_0005_MUS_UK_21501_0029_low.jpg"
"48.860591","2.337582","Point",13183,"L'Apparition de la Vierge et de l'enfant Jésus à saint Hyacinthe","Musée du Louvre (Paris)","Carracci Lodovico","de","16e","folder_0003/folder_0117/elem_0020/FR75_0002_MUS_13183_0090_low.jpg"
"48.836017","-0.888523","Point",15371,"Saint François en extase","Musée municipal (Vire)","Carracci Lodovico","copié d'après","19e",
"45.042768","3.882936","Point",22477,"Samson et Dalila","Musée Crozatier (Le Puy-en-Velay)","Carracci Lodovico","copié d'après","17e","folder_0001/folder_0248/elem_0051/FR43_0001_MUS_82642_0013_low.jpg"
"47.218371","-1.553621","Point",11315,"La Sainte Famille avec saint Jean-Baptiste et sainte Elisabeth","Musée d'arts de Nantes","Carracci Lodovico","attribué à","16e","folder_0002/folder_0015/elem_0025/FR44_0001_MUS_UK_11315_Inv99051P_0071_low.jpg"
"43.836699","4.360054","Point",31103,"Anachorète priant","Musée des Beaux-Arts (Nîmes)","Carracci Lodovico","copié d'après","non précisé","folder_0004/folder_0084/elem_0036/FR30_0013_MUS_31103_0079_low.jpg"
"51.036025","2.381394","Point",13050,"L'Adoration des Bergers","Musée des Beaux-Arts (Dunkerque)","Carracci Lodovico","attribué à","17e","folder_0001/folder_0119/elem_0031/FR_59_0009_MUS_P2_0018_low.jpg"
"49.661873","3.367794","Point",137100,"L'Enlèvement d'Hélène","Musée Jeanne d'Aboville (La Fère)","Carracci Lodovico","attribué à","non précisé",
"49.443232","1.099971","Point",22360,"La Sainte Famille avec une allégorie de la Rédemption","Musée des Beaux-Arts (Rouen)","Carracci Lodovico","copié d'après","17e",
"49.443232","1.099971","Point",15122,"L'Apparition du Christ à sa mère","Chapelle du lycée Corneille (Rouen)","Carracci Lodovico","copié d'après","17e",
"45.564601","5.917781","Point",25506,"La Nativité de la Vierge","Eglise Notre-Dame (Chambéry)","Carracci Lodovico","copié d'après","19e",
"43.676647","4.6277769","Point",31020,"Portrait de femme","Musée Réattu (Arles)","Carracci Lodovico","anciennement attribué à","non précisé","folder_0003/folder_0247/elem_0138/FR13_0006_MUS_31020_0005_low.jpg"
"45.292441","4.169655","Point",94964,"La Sainte famille avec une allégorie de la Rédemption","chapelle de l'hospice (Monistrol-sur-Loire)","Carracci Lodovico","copié d'après","17e",
"43.949317","4.805528","Point",24216,"L'Adoration des bergers","Musée du Petit Palais (Avignon)","Carrari Baldassare di Matteo","attribué à","15e","folder_0003/folder_0250/elem_0169/FR84_0001_MUS_24216_0314_low.jpg"
"43.296482","5.36978","Point",24000,"Le Martyre de saint Sébastien","Musée Grobet-Labadié (Marseille)","Carrari Baldassare di Matteo","de","15e","folder_0004/folder_0091/elem_0161/FR13_0007_MUS_24000_0028_low.jpg"
"49.2527435","4.0302229","Point",31493,"Buste de la Vierge","Musée des Beaux-Arts (Reims)","Carrari Baldassare di Matteo","attribué à","15e","folder_0001/folder_0248/elem_0141/FR51_0001_MUS_D863190_0035_low.jpg"
"43.604652","1.444209","Point",131842,"L' Eté","Fondation Bemberg (Toulouse)","Carriera Rosalba","de","18e","folder_0003/folder_0162/elem_0210/FR31_0002_131842_0011_low.jpg"
"43.604652","1.444209","Point",131843,"L'Automne","Fondation Bemberg (Toulouse)","Carriera Rosalba","de","18e","folder_0003/folder_0162/elem_0211/FR31_0002_131843_0012_low.jpg"
"43.529742","5.447427","Point",27162,"Portrait de jeune fille","Musée Granet (Aix-en-Provence)","Carriera Rosalba","attribué à","18e","folder_0003/folder_0011/elem_0230/FR13_0001_MUS_027162_0343_low.jpg"
"48.801408","2.130122","Point",12785,"Louis XV, roi de France (1710-1774)","Musée national des châteaux de Versailles et de Trianon (Versailles)","Carriera Rosalba","copié d'après","17e","folder_0003/folder_0192/elem_0062/FR78_0001_12785_0009_low.jpg"
"43.212161","2.353663","Point",24741,"Portrait de l'abbé Verguet","Cathédrale Saint-Michel (Carcassonne)","Carta Natale","de","19e","folder_0004/folder_0018/elem_0053/FR11_0001_REL_24741_0001_low.jpg"
"48.860591","2.337582","Point",21300,"Lucrèce pleurant sa disgrâce","Musée du Louvre (Paris)","Casali Andrea","de","18e","folder_0003/folder_0119/elem_0024/FR75_0002_MUS_21300_0594_low.jpg"
"48.860591","2.337582","Point",134322,"Lucrèce pleurant sa disgrâce","Musée du Louvre (Paris)","Casali Andrea","de","18e",
"43.604652","1.444209","Point",30611,"Angélique et Médor","Fondation Bemberg (Toulouse)","Casali Andrea","attribué à","18e","folder_0003/folder_0162/elem_0224/FR31_0002_30611_0013_low.jpg"
"48.117266","-1.6777926","Point",15039,"Attaque nocturne de brigands","Musée des Beaux-Arts (Rennes)","Casanova Francesco Giuseppe","de","18e","folder_0001/folder_0121/elem_0201/FR35_0013_MUS_1801110_0029_low.jpg"
"48.801408","2.130122","Point",24482,"Audience accordée par le Grand Vizir Aimali Carac à Monsieur de Saint-Priest, le 18 mars 1779","Musée national des châteaux de Versailles et de Trianon (Versailles)","Casanova Francesco Giuseppe","de","18e","folder_0003/folder_0192/elem_0097/FR78_0001_24482_0044_low.jpg"
"47.322047","5.04148","Point",15377,"La Bataille de Lens (20 août 1648)","Musée Magnin (Dijon)","Casanova Francesco Giuseppe","copié d'après","19e","folder_0003/folder_0008/elem_0064/FR21_0001_MUS_UK_015377_0052_low.jpg"
"48.390394","-4.486076","Point",15379,"Scène de bataille","Musée des Beaux-Arts (Brest)","Casanova Francesco Giuseppe","copié d'après","18e","folder_0001/folder_0120/elem_0139/FR29_0004_MUS_62131_0023_low.jpg"
"47.99729","2.736291","Point",29926,"Cavaliers et lavandières","Musée Girodet (Montargis)","Casanova Francesco Giuseppe","de","18e","folder_0001/folder_0123/elem_0052/FR45_0005_MUS_87485_0010_low.jpg"
"49.19385","2.48519","Point",21323,"Choc de cavalerie","Musée Condé (Chantilly)","Casanova Francesco Giuseppe","de","18e","folder_0004/folder_0142/elem_0102/FR60_0002_MUS_21323_0154_low.jpg"
"48.860591","2.337582","Point",23379,"Cavalier sur un cheval blanc","Musée du Louvre (Paris)","Casanova Francesco Giuseppe","de","18e","folder_0003/folder_0120/elem_0033/FR75_0002_MUS_23379_0853_low.jpg"
"44.838946","-0.581712","Point",23814,"Cavaliers dans un paysage","Musée des Beaux-Arts (Bordeaux)","Casanova Francesco Giuseppe","de","18e","folder_0004/folder_0020/elem_0079/FR33_0001_MUS_23814_0153_low.jpg"
"50.630639","3.062467","Point",26566,"Paysage avec un cavalier suivi d'un troupeau","Palais des Beaux-Arts (Lille)","Casanova Francesco Giuseppe","attribué à","18e","folder_0001/folder_0118/elem_0160/FR_59_0002_MUS_P451_0114_low.jpg"
"50.107288","1.833133","Point",30591,"Paysage avec un pont","Musée Boucher de Perthes (Abbeville)","Casanova Francesco Giuseppe","attribué à","non précisé","folder_0004/folder_0142/elem_0137/FR80_0003_MUS_30591_0011_low.jpg"
"49.443232","1.099971","Point",15378,"Le Prince de Nassau-Siegen tuant un puma au cours d'un voyage à Bougainville","Musée des Beaux-Arts (Rouen)","Casanova Francesco Giuseppe","attribué à","19e","folder_0001/folder_0250/elem_0121/FR76_0006_MUS_9754110_0076_low.jpg"
"43.344233","3.215795","Point",25962,"Paysage avec des ânes","Musée des Beaux-Arts (Béziers)","Casanova Francesco Giuseppe","attribué à","19e",
"49.890531","2.295477","Point",31265,"Troupeau passant un gué","Musée de Picardie (Amiens)","Casanova Francesco Giuseppe","attribué à","18e","folder_0004/folder_0141/elem_0121/FR80_0001_MUS_31265_0146_low.jpg"
"50.630639","3.062467","Point",26568,"Troupeau près d'une fontaine","Palais des Beaux-Arts (Lille)","Casanova Francesco Giuseppe","attribué à","non précisé","folder_0001/folder_0118/elem_0161/FR_59_0002_MUS_P461_0115_low.jpg"
"49.890531","2.295477","Point",31266,"Paysage avec un pont en ruine et des paysans avec leur bêtes","Musée de Picardie (Amiens)","Casanova Francesco Giuseppe","attribué à","18e","folder_0001/folder_0250/elem_0194/FR80_0001_MUS_inhaMPLav1894_135_0038_low.jpg"
"43.344233","3.215795","Point",25963,"Paysage avec une femme à cheval tenant un mouton","Musée des Beaux-Arts (Béziers)","Casanova Francesco Giuseppe","attribué à","19e",
"45.194985","5.732257","Point",12931,"Bataille","Musée de Grenoble","Casanova Francesco Giuseppe","attribué à","18e","folder_0003/folder_0014/elem_0049/RF38_0001_MUS_012931_0058_low.jpg"
"50.956881","1.851611","Point",31509,"Charge de cavalerie","Musée des Beaux-Arts (Calais)","Casanova Francesco Giuseppe","attribué à","18e","folder_0001/folder_0119/elem_0134/FR_62_0005_MUS_951541_0002_low.jpg"
"43.232951","0.078082","Point",30706,"Attaque d'un fort","Musée Massey (Tarbes)","Casanova Francesco Giuseppe","attribué à","18e",
"45.194985","5.732257","Point",12932,"Bataille","Musée de Grenoble","Casanova Francesco Giuseppe","attribué à","18e","folder_0003/folder_0014/elem_0050/RF38_0001_MUS_012932_0059_low.jpg"
"48.863156","2.333511","Point",31110,"Groupe de figures","Musée des Arts décoratifs (Paris)","Casanova Francesco Giuseppe","attribué à","non précisé","folder_0003/folder_0181/elem_0224/FR75_0019_31110_0041_low.jpg"
"47.478419","-0.563166","Point",31031,"Halte de cavaliers","Musée des Beaux-Arts (Angers)","Casanova Francesco Giuseppe","attribué à","18e","folder_0001/folder_0118/elem_0081/FR_49_0001_MUS_MI1363_0064_low.jpg"
"49.890531","2.295477","Point",31267,"Choc de cavalerie","Musée de Picardie (Amiens)","Casanova Francesco Giuseppe","attribué à","18e","folder_0004/folder_0141/elem_0120/FR80_0001_MUS_31267_0145_low.jpg"
"43.232951","0.078082","Point",30704,"Convoi archelé par des Hussards","Musée International des Hussards (Tarbes)","Casanova Francesco Giuseppe","attribué à","non précisé",
"48.4488","1.488083","Point",12489,"Ruine italienne","Musée des Beaux-Arts (Chartres)","Casanova Francesco Giuseppe","genre de","18e","folder_0004/folder_0098/elem_0245/FR28_0001_MUS_12489_0021_low.jpg"
"48.117266","-1.6777926","Point",15038,"Scène d'ouragan","Musée des Beaux-Arts (Rennes)","Casanova Francesco Giuseppe","de","18e","folder_0001/folder_0121/elem_0208/FR35_0013_MUS_180119_0028_low.jpg"
"48.860591","2.337582","Point",23381,"Une bataille","Musée du Louvre (Paris)","Casanova Francesco Giuseppe","de","18e","folder_0003/folder_0120/elem_0035/FR75_0002_MUS_23381_0855_low.jpg"
"48.693444","6.182247","Point",27935,"La Pêche","Musée des Beaux-Arts (Nancy)","Casanova Francesco Giuseppe","de","18e","folder_0004/folder_0005/elem_0231/FR54_0001_MUS_27935_0073_low.jpg"
"48.693444","6.182247","Point",27936,"La Promenade en barque","Musée des Beaux-Arts (Nancy)","Casanova Francesco Giuseppe","de","18e","folder_0004/folder_0005/elem_0232/FR54_0001_MUS_27936_0074_low.jpg"
"45.764043","4.835659","Point",22536,"La Bataille de Lens par le prince de Condé contre l'armée espagnole (20 août 1648)","Musée des Beaux-Arts (Lyon)","Casanova Francesco Giuseppe","de","18e","folder_0004/folder_0074/elem_0224/FR69_0007_MUS_22536_0122_low.jpg"
"48.693444","6.182247","Point",27937,"La Chasse","Musée des Beaux-Arts (Nancy)","Casanova Francesco Giuseppe","de","18e","folder_0004/folder_0005/elem_0233/FR54_0001_MUS_27937_0075_low.jpg"
"48.117266","-1.6777926","Point",15037,"Rupture d'un pont de bois","Musée des Beaux-Arts (Rennes)","Casanova Francesco Giuseppe","de","18e","folder_0001/folder_0121/elem_0207/FR35_0013_MUS_180118_0027_low.jpg"
"48.117266","-1.6777926","Point",15036,"Scène d'orage","Musée des Beaux-Arts (Rennes)","Casanova Francesco Giuseppe","de","18e","folder_0001/folder_0121/elem_0206/FR35_0013_MUS_180117_0026_low.jpg"
"48.860591","2.337582","Point",23384,"Le Premier des Trois Combats de Fribourg (3 août 1644)","Musée du Louvre (Paris)","Casanova Francesco Giuseppe","de","18e","folder_0004/folder_0092/elem_0064/FR_75_0002_MUS_23384_1419_low.jpg"
"48.801408","2.130122","Point",24483,"Le Prince Pierre Repnin délivré de la prison des sept tours en présence de Monsieur de Saint-Priest. 25 septembre 1773","Musée national des châteaux de Versailles et de Trianon (Versailles)","Casanova Francesco Giuseppe","de","18e","folder_0003/folder_0192/elem_0098/FR78_0001_24483_0045_low.jpg"
"43.949317","4.805528","Point",12422,"Combat de cavalerie","Musée Calvet (Avignon)","Casanova Francesco Giuseppe","de","18e","folder_0004/folder_0005/elem_0048/FR84_0002_MUS_12422_0051_low.jpg"
"49.41755","2.821352","Point",21242,"Combat de Cavalerie","Musée Antoine Vivenel (Compiègne)","Casanova Francesco Giuseppe","de","18e","folder_0004/folder_0142/elem_0035/FR60_0004_MUS_21242_0034_low.jpg"
"49.19385","2.48519","Point",21324,"Choc de cavalerie","Musée Condé (Chantilly)","Casanova Francesco Giuseppe","de","18e","folder_0004/folder_0142/elem_0103/FR60_0002_MUS_21324_0153_low.jpg"
"48.860591","2.337582","Point",23382,"Choc de cavalerie","Musée du Louvre (Paris)","Casanova Francesco Giuseppe","de","18e","folder_0003/folder_0120/elem_0036/FR75_0002_MUS_23382_0856_low.jpg"
"48.860591","2.337582","Point",23378,"Homme agenouillé et buvant","Musée du Louvre (Paris)","Casanova Francesco Giuseppe","de","18e","folder_0003/folder_0118/elem_0076/FR75_0002_MUS_23378_0396_low.jpg"
"48.860591","2.337582","Point",23383,"La Bataille de Lens contre l'armée espagnole (20 août 1644)","Musée du Louvre (Paris)","Casanova Francesco Giuseppe","de","18e","folder_0004/folder_0092/elem_0063/FR_75_0002_MUS_23383_1418_low.jpg"
"48.860591","2.337582","Point",23380,"Cuirassier au galop","Musée du Louvre (Paris)","Casanova Francesco Giuseppe","de","18e","folder_0003/folder_0120/elem_0034/FR75_0002_MUS_23380_0854_low.jpg"
"48.693444","6.182247","Point",27938,"Halte de chasse au faucon","Musée des Beaux-Arts (Nancy)","Casanova Francesco Giuseppe","de","18e","folder_0004/folder_0005/elem_0234/FR54_0001_MUS_27938_0076_low.jpg"
"47.5860921","1.3359475","Point",15419,"Port de pêche","Musée des Beaux-Arts (Blois)","Casati Alessandro","de","19e","folder_0001/folder_0118/elem_0013/FR_41_0001_MUS_88843_0187_low.jpg"
"47.5860921","1.3359475","Point",15420,"Port de pêche","Musée des Beaux-Arts (Blois)","Casati Alessandro","de","19e","folder_0001/folder_0118/elem_0014/FR_41_0001_MUS_88844_0188_low.jpg"
"48.801408","2.130122","Point",131724,"Un Vase de fleurs et des canards dans un paysage orageux","Musée Lambinet (Versailles)","Casissa Nicola","de","18e","folder_0004/folder_0108/elem_0082/FR78_0006_MUS_131724_0002_low.jpg"
"48.801408","2.130122","Point",131723,"Un Vase de fleurs, des fruits et un héron dans un jardin","Musée Lambinet (Versailles)","Casissa Nicola","de","18e","folder_0004/folder_0108/elem_0081/FR78_0006_MUS_131723_0001_low.jpg"
"49.661873","3.367794","Point",28857,"Fleurs et oiseaux","Musée Jeanne d'Aboville (La Fère)","Casissa Nicola","attribué à","18e","folder_0002/folder_0014/elem_0177/FR02_0004_MUS_UK_28857_0007_low.jpg"
"48.7402749","2.7366419","Point",25681,"La Vierge et l'Enfant avec le petit saint Jean-Baptiste","Eglise Saint-Jean-Baptiste (Gretz-Armainvilliers)","Casolani Alessandro","de","16e","folder_0002/folder_0148/elem_0146/FR77_0001_REL_UK_25681_0044_low.jpg"
"43.694535","7.248961","Point",140910,"Pommes et châtaignes","Musée des beaux-arts Jules Chéret (Nice)","Cassana Giovanni Agostino","attribué à","non précisé","folder_0003/folder_0244/elem_0084/FR06_0005_MUS_140910_0001_low.jpg"
"42.69368","9.451127","Point",27090,"Animaux de basse-cour","Musée municipal (Bastia)","Cassana Giovanni Agostino","attribué à","18e","folder_0004/folder_0086/elem_0137/FR2B_0002_MUS_27090_0016_low.jpg"
"50.374659","3.075545","Point",22055,"Portrait de Violante Béatrix de Bavière","Musée de la Chartreuse (Douai)","Cassana Niccolò","copié d'après","17e","folder_0001/folder_0123/elem_0249/FR59_0001_MUS_1275_0082_low.jpg"
"41.919229","8.738635","Point",15458,"Paysage","Palais Fesch-musée des beaux-arts (Ajaccio)","Castelli Alessandro","de","19e","folder_0004/folder_0082/elem_0140/FR2A_0003_MUS_15458_0478_low.jpg"
"41.919229","8.738635","Point",15459,"Paysage","Palais Fesch-musée des beaux-arts (Ajaccio)","Castelli Alessandro","de","19e","folder_0004/folder_0082/elem_0141/FR2A_0003_MUS_15459_0479_low.jpg"
"41.919229","8.738635","Point",15460,"Paysage","Palais Fesch-musée des beaux-arts (Ajaccio)","Castelli Alessandro","de","19e","folder_0004/folder_0078/elem_0223/FR2A_0003_MUS_15460_0209_low.jpg"
"49.484963","0.102697","Point",10258,"Le Martyre de sainte Cécile","Musée d'art moderne André Malraux - MuMa (Le Havre)","Castelli Annibale","attribué à","17e","folder_0001/folder_0250/elem_0007/FR76_0004_MUS_10_0002_low.jpg"
"47.218371","-1.553621","Point",10252,"Nature morte aux raisins","Musée d'arts de Nantes","Castelli Bartolomeo","attribué à","17e","folder_0002/folder_0014/elem_0211/FR44_0001_MUS_UK_10252_Inv2265_0011_low.jpg"
"49.433187","2.079413","Point",228300,"Nature morte aux fruits","Musée départemental de l'Oise (Beauvais)","Castelli Bartolomeo","de","18e","folder_0004/folder_0108/elem_0086/FR60_0001_MUS_228300_0049_low.jpg"
"41.919229","8.738635","Point",28864,"Nature morte en plein air","Palais Fesch-musée des beaux-arts (Ajaccio)","Castelli Bartolomeo","atelier de","17e","folder_0004/folder_0078/elem_0239/FR2A_0003_MUS_28864_0226_low.jpg"
"47.322047","5.04148","Point",10257,"Panier de fruits","Musée des Beaux-Arts (Dijon)","Castelli Bartolomeo","attribué à","17e","folder_0003/folder_0006/elem_0112/FR21_0003_MUS_010257_0002_low.jpg"
"47.237829","6.0240539","Point",10250,"Nature morte aux fruits","Musée des Beaux-Arts et d'Archéologie (Besançon)","Castelli Bartolomeo","attribué à","17e","folder_0004/folder_0090/elem_0125/FR25_0001_MUS_10250_0112_low.jpg"
"47.237829","6.0240539","Point",10251,"Nature morte aux fruits et feuilles de vigne et à la poire","Musée des Beaux-Arts et d'Archéologie (Besançon)","Castelli Bartolomeo","attribué à","17e","folder_0004/folder_0090/elem_0126/FR25_0001_MUS_10251_0113_low.jpg"
"48.860591","2.337582","Point",15421,"Vue du Louvre - Extérieur","Musée du Louvre (Paris)","Castelli Clemente","de","20e","folder_0003/folder_0119/elem_0017/FR75_0002_MUS_15421_0587_low.jpg"
"48.860591","2.337582","Point",15422,"Vue de la salle des sept mètres au musée du Louvre","Musée du Louvre (Paris)","Castelli Clemente","de","20e","folder_0003/folder_0119/elem_0018/FR75_0002_MUS_15422_0588_low.jpg"
"45.84478","4.85489","Point",25411,"La Nativité","Eglise (Fontaines-Saint-Martin)","Castello Bernardo","de","16e",
"49.274673","2.516858","Point",25314,"L'Annonciation","Eglise paroissiale Saint-Honoré (Verneuil-en-Halatte)","Castello Bernardo","de","17e","folder_0004/folder_0151/elem_0067/FR60_0010_REL_25314_0111_low.jpg"
"47.3952904","0.6946204","Point",11257,"L'Assomption de la Vierge avec saint Symphorien et un ecclésiastique","Musée des Beaux-Arts (Tours)","Castello Castellino","attribué à","17e","folder_0001/folder_0123/elem_0026/FR37_0015_MUS_D5831_0022_low.jpg"
"47.237829","6.0240539","Point",10259,"La Charité","Musée des Beaux-Arts et d'Archéologie (Besançon)","Castello Valerio","entourage de","17e","folder_0004/folder_0090/elem_0127/FR25_0001_MUS_10259_0114_low.jpg"
"43.949317","4.805528","Point",11485,"Les Pélerins d'Emmaüs","Musée Calvet (Avignon)","Castello Valerio","entourage de","17e","folder_0004/folder_0005/elem_0020/FR84_0002_MUS_11485_0023_low.jpg"
"48.860591","2.337582","Point",23377,"Moïse frappant le rocher","Musée du Louvre (Paris)","Castello Valerio","de","17e","folder_0003/folder_0120/elem_0032/FR75_0002_MUS_23377_0852_low.jpg"
"48.693444","6.182247","Point",10262,"Pietà avec des anges","Musée des Beaux-Arts (Nancy)","Castello Valerio","de","17e","folder_0004/folder_0005/elem_0165/FR54_0001_MUS_10262_0007_low.jpg"
"47.089535","5.489201","Point",20669,"Lucrèce","Musée des Beaux-Arts (Dole)","Castello Valerio","entourage de","17e","folder_0004/folder_0016/elem_0093/FR39_0001_MUS_20669_0038_low.jpg"
"45.899247","6.129384","Point",12510,"L'Apparition de la Vierge à saint François d'Assise","Musée-château (Annecy)","Castello Valerio","de","17e","folder_0003/folder_0192/elem_0140/FR74_0001_12510_0001_low.jpg"
"49.182863","-0.370679","Point",10260,"La Chute de Simon le Magicien","Musée des Beaux-Arts (Caen)","Castello Valerio","de","17e","folder_0001/folder_0247/elem_0228/FR14_0001_MUS_Inv280_0016_low.jpg"
"48.7858428","-0.9144332","Point",15334,"Le Repos de la Sainte Famille","Eglise paroissiale (Saint-Germain-de-Tallevende-La-Lande-Vaumont)","Castello Valerio","copié d'après","17e","folder_0002/folder_0017/elem_0156/FR14_0003_REL_UK_15334_0011_low.jpg"
"48.197778","3.275577","Point",25782,"Le Repos de la Sainte Famille","Eglise Saint-Maurice (Sens)","Castello Valerio","copié d'après","18e","folder_0003/folder_0006/elem_0105/FR75_0001_MED_25782_0065_low.jpg"
"47.218371","-1.553621","Point",10263,"La Vierge et l'Enfant avec le petit saint Jean-Baptiste","Musée d'arts de Nantes","Castello Valerio","de","17e","folder_0002/folder_0014/elem_0212/FR44_0001_MUS_UK_10263_Inv41_0012_low.jpg"
"49.419141","2.831128","Point",10261,"Le Repos de la Sainte Famille","Musée national du Château de Compiègne (Compiègne)","Castello Valerio","de","17e","folder_0004/folder_0142/elem_0013/FR60_0003_MUS_10261_0052_low.jpg"
"48.947545","2.1423899","Point",142408,"La Sainte Famille / Le Repos pendant la fuite en Egypte","Eglise paroissiale Saint-Nicolas (Maisons-Laffitte)","Castello Valerio","de","17e","folder_0004/folder_0044/elem_0067/FR78_0005_REL_142408_0012_low.jpg"
"48.87296","2.713016","Point",94989,"La Sainte Famille","Musée Gatien-Bonnet (Lagny-sur-Marne)","Castello Valerio","de","17e","folder_0002/folder_0148/elem_0230/FR77_0002_MUS_UK_94989_0001_low.jpg"
"43.949317","4.805528","Point",10265,"Pietà avec des anges","Musée Calvet (Avignon)","Castello Valerio","atelier de","17e","folder_0004/folder_0004/elem_0250/FR84_0002_MUS_10265_0003_low.jpg"
"45.764043","4.835659","Point",140489,"La Vision de saint Augustin / Saint Augustin et l'enfant à la coquille","Eglise Saint-Augustin (Lyon)","Castello Valerio","attribué à","17e",
"49.443232","1.099971","Point",10264,"La Sainte Famille","Musée des Beaux-Arts (Rouen)","Castello Valerio","copié d'après","17e","folder_0003/folder_0006/elem_0036/FR76_0006_MUS_8432b_0026_low.jpg"
