"latitude";"longitude";"UK";"TIT";"LIE";"AUT";"ATT";"SIE";"LKP"
"44.0221252";"1.3529599";21167;"La Déploration du Christ";"Musée Ingres (Montauban)";"Anonyme italien";"de";"16e";"folder_0003/folder_0247/elem_0075/FR82_0001_MUS_21167_0140_low.jpg"
"50.29205";"2.773667";30923;"La Vierge et l'Enfant";"Musée des Beaux-Arts (Arras)";"Anonyme italien";"de";"16e";"folder_0001/folder_0119/elem_0096/FR_62_0001_MUS_9554_0020_low.jpg"
"48.860591";"2.337582";22734;"Enfant en pied en robe blanche";"Musée du Louvre (Paris)";"Anonyme italien";"attribué à";"16e";"folder_0004/folder_0092/elem_0042/FR_75_0002_MUS_22734_1396_low.jpg"
"48.860591";"2.337582";22680;"Portrait d'homme";"Musée du Louvre (Paris)";"Anonyme italien";"attribué à";"16e";"folder_0004/folder_0092/elem_0024/FR_75_0002_MUS_22680_1378_low.jpg"
"42.264463";"9.473635";145286;"Vierge et l'Enfant entre un saint évêque et sainte Marguerite";"Eglise paroissiale Saint-Pierre-Saint-Paul (Linguizzetta)";"Anonyme italien";"de";"16e";"folder_0004/folder_0087/elem_0139/FR2B_0001_REL_145286_0052_low.jpg"
"48.882174";"2.076817";142470;"Baptême du Christ, Nativité de la Vierge, Annonciation";"Eglise paroissiale Saint-Étienne (Mareil-Marly)";"Anonyme italien";;"16e";"folder_0004/folder_0044/elem_0082/FR78_0005_REL_142470_0027_low.jpg"
"48.4488";"1.488083";12487;"Bamboche tenant un mousquet";"Musée des Beaux-Arts (Chartres)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0098/elem_0244/FR28_0001_MUS_12487_0020_low.jpg"
"43.529742";"5.447427";131373;"Bélisaire et son guide";"Musée Granet (Aix-en-Provence)";"Anonyme italien";"attribué à";"17e";
"43.344233";"3.215795";25952;"Bacchante";"Musée des Beaux-Arts (Béziers)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0082/elem_0223/FR34_0004_MUS_25952_0014_low.jpg"
"50.29205";"2.773667";30918;"Bacchus et Silène";"Musée des Beaux-Arts (Arras)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0119/elem_0095/FR_62_0001_MUS_945189_0017_low.jpg"
"43.529742";"5.447427";26786;"Blason S.P.Q.R.";"Musée Granet (Aix-en-Provence)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0011/elem_0089/FR13_0001_MUS_026786_0202_low.jpg"
"47.218371";"-1.553621";28758;"Bouquet de fleurs";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0016/elem_0018/FR44_0001_MUS_UK_28758_Inv3076_0298_low.jpg"
"42.309409";"9.149022";27461;"Bénédiction des pains";"Musée de la Corse (Corte)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0086/elem_0182/FR2B_0003_MUS_27461_0006_low.jpg"
"47.218371";"-1.553621";28763;"Berger gardant son troupeau / Ancient titre : Paysage animé : berger qui tient un chalumeau et garde son troupeau";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0016/elem_0023/FR44_0001_MUS_UK_28763_Inv61_0302_low.jpg"
"41.916668";"8.910533";102714;"Apparition de Dieu le Père à Saint-Sixte, entouré de saint François d'Assise et de saint Jean-Baptiste";"Eglise paroissiale Sainte-Barbe (Cauro)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0090/elem_0016/FR2A_0002_REL_102714_0012_low.jpg"
"42.467512";"9.473267";145266;"Apparition de la Vierge à l'Enfant à saint Sébastien et à sainte Marguerite";"Eglise paroissiale Saint-Sébastien (Castellare-di-Casinca)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0042/elem_0004/FR2B_0001_REL_145266_0012_low.jpg"
"47.218371";"-1.553621";28743;"Apollon écorchant Marsyas";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0015/elem_0249/FR44_0001_MUS_UK_28743_Inv2963_0284_low.jpg"
"47.02603";"4.840004";30568;"Apollon et Marsyas";"Musée Marey et des Beaux-Arts (Beaune)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0007/elem_0214/FR21_0005_MUS_30568_0013_low.jpg"
"43.529742";"5.447427";26763;"Armes cardinalices";"Musée Granet (Aix-en-Provence)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0011/elem_0076/FR13_0001_MUS_026763_0189_low.jpg"
"43.529742";"5.447427";26762;"Armes papales";"Musée Granet (Aix-en-Provence)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0011/elem_0075/FR13_0001_MUS_026762_0188_low.jpg"
"41.387174";"9.159269";223359;"Apparition de la Vierge à saint Vincent Ferrier";"Eglise Saint-Dominique (Bonifacio)";"Anonyme italien";"attribué à";"17e";
"49.433187";"2.079413";23037;"Archimède";"Musée départemental de l'Oise (Beauvais)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0141/elem_0183/FR60_0001_MUS_23037_0078_low.jpg"
"47.321625";"5.042354";131428;"Allégorie : Femme tenant un javelot";"Musée des Beaux-Arts (Dijon)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0006/elem_0218/FR21_0003_MUS_131428_0108_low.jpg"
"49.849871";"3.284682";31572;"Angélique et Médor";"Musée Antoine Lécuyer (Saint-Quentin)";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0001/elem_0004/FR80_0002_MUS_E11_0009_low.jpg"
"47.240212";"6.023507";142563;"Adoration des Bergers";"Musée des Beaux-Arts et d'Archéologie (Besançon)";"Anonyme italien";"attribué à";"16e";"folder_0004/folder_0050/elem_0079/FR25_0001_MUS_142563_0042_low.jpg"
"47.218371";"-1.553621";28726;"Alexandre et Diogène";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0015/elem_0242/FR44_0001_MUS_UK_28726_Inv2783_0277_low.jpg"
"43.232951";"0.078082";28194;"Apollon";"Musée Massey (Tarbes)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0166/elem_0115/FR65_0001_28194_0002_low.jpg"
"41.621822";"8.97472";145413;"Apollon dieu de l'harmonie";"Mairie (Sartène)";"Anonyme italien";"attribué à";"17e";
"47.218371";"-1.553621";28718;"Animaux";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0015/elem_0236/FR44_0001_MUS_UK_28718_Inv290_0271_low.jpg"
"42.7286012";"9.3617587";26959;"Annonciation";"Eglise paroissiale Saints-Cosme-et-Damien (Farinole)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0087/elem_0249/FR2B_0001_REL_26959_0162_low.jpg"
"46.816487";"0.548146";27001;"Abraham chassant Agar";"Musée de Hôtel Sully (Châtellerault)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0124/elem_0069/FR86_0005_MUS_MC18_0004_low.jpg"
"47.218371";"-1.553621";28678;"Abraham et Isaac";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0015/elem_0216/FR44_0001_MUS_UK_28678_Inv219_0251_low.jpg"
"48.432856";"0.091266";31000;"L'Assomption de la Vierge";"Musée des Beaux-Arts et de la Dentelle (Alençon)";"Anonyme italien";"anciennement attribué à";"17e";"folder_0004/folder_0079/elem_0059/FR61_0003_MUS_31000_0012_low.jpg"
"49.276139";"0.703628";31074;"Les Lavandières";"Musée Baron Gérard (Bayeux)";"Anonyme italien";"anciennement attribué à";"17e";"folder_0004/folder_0111/elem_0141/FR14_0005_MUS_31074_0011_low.jpg"
"46.671361";"5.550796";142351;"Adam et Eve dans le paradis terrestre";"Musée des Beaux-Arts (Lons-le-Saunier)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0019/elem_0132/FR39_0002_MUS_142351_0003_low.jpg"
"42.574561";"9.001961";223368;"Adoration de la Vierge par deux saints Franciscains";"Eglise paroissiale (Costa)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0087/elem_0199/FR2B_0001_REL_223368_0112_low.jpg"
"47.218371";"-1.553621";28680;"Absalon pendu par les cheveux";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0015/elem_0218/FR44_0001_MUS_UK_28680_Inv222_0253_low.jpg"
"43.552847";"7.017369";31204;"Accouchement chez les bohémiens";"Musée de la Castre (Cannes)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0240/elem_0120/FR06_0001_MUS_31204_0012_low.jpg"
"49.443232";"1.099971";140210;"Ecce Homo";"Cathédrale Notre-Dame (Rouen)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0008/elem_0232/FR76_0007_REL_140210_0004_low.jpg"
"44.05428";"5.04513";133939;"Ecce Homo";"Musée Comtadin-Duplessis (Carprentras)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0015/elem_0247/FR84_0003_MUS_133939_0015_low.jpg"
"43.610769";"3.876716";137627;"Diane surprise par Actéon";"Musée Fabre (Montpellier)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0247/elem_0237/FR34_0001_MUS_137627_0051_low.jpg"
"43.529742";"5.447427";27019;"Ecce homo";"Musée Granet (Aix-en-Provence)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0011/elem_0157/FR13_0001_MUS_027019_0270_low.jpg"
"42.588963";"9.042952";145309;"Elie nourri par le corbeau";"Eglise paroissiale (Palasca)";"Anonyme italien";"attribué à";"17e";
"48.172402";"6.449403";30910;"Eliezer et Rebecca";"Musée départemental d'Art ancien et contemporain (Epinal)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0009/elem_0064/FR88_0003_MUS_30910_0023_low.jpg"
"43.552847";"7.017369";134387;"Ecce Homo";"Musée de la Castre (Cannes)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0240/elem_0126/FR06_0001_MUS_134387_0016_low.jpg"
"44.0221252";"1.3529599";21082;"Eglise de l'Ara Coeli à Rome";"Musée Ingres (Montauban)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0247/elem_0004/FR82_0001_MUS_21082_0069_low.jpg"
"47.218371";"-1.553621";28746;"David vainqueur de Goliath";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0016/elem_0007/FR44_0001_MUS_UK_28746_Inv2980_0287_low.jpg"
"43.529742";"5.447427";131318;"Débarcadère d'un port de mer";"Musée Granet (Aix-en-Provence)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0012/elem_0014/FR13_0001_MUS_131318_0377_low.jpg"
"42.904958";"0.35926";140746;"David musicien apaisant Saül";"Chapelle Saint-Exupère (Arreau)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0249/elem_0096/FR65_0003_REL_140746_0007_low.jpg"
"45.564601";"5.917781";20902;"David tenant la tête de Goliath";"Musée des Beaux-Arts (Chambéry)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0009/elem_0132/FR73_0001_MUS_020902_0198_low.jpg"
"45.564601";"5.917781";20892;"Deux enfants";"Musée des Beaux-Arts (Chambéry)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0009/elem_0122/FR73_0001_MUS_020892_0188_low.jpg"
"49.443232";"1.099971";22136;"Deux têtes d'anges";"Musée des Beaux-Arts (Rouen)";"Anonyme italien";"attribué à";"17e";
"47.844463";"5.923929";146196;"Déploration du Christ";"Eglise paroissiale (Cendrecourt)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0137/elem_0082/FR70_0001_REL_146196_0023_low.jpg"
"42.562039";"8.981667";145322;"Dernière communion d'un saint roi";"Collégiale Notre-Dame-de-l'Assomption (Speloncato)";"Anonyme italien";"attribué à";"17e";
"41.387174";"9.159269";223347;"Christ bénissant";"Eglise Saint-Dominique (Bonifacio)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0090/elem_0106/FR2A_0002_REL_223347_0090_low.jpg"
"43.610769";"3.876716";137691;"Combat de cavalerie";"Musée Fabre (Montpellier)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0248/elem_0034/FR34_0001_MUS_137691_0098_low.jpg"
"48.287362";"2.435343";146197;"Christ aux liens";"Eglise paroissiale (Buthiers)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0075/elem_0008/FR70_0001_REL_146197_0001_low.jpg"
"42.309935";"9.414445";223241;"Christ aux outrages";"Eglise paroissiale Saint-Étienne (Novale)";"Anonyme italien";"attribué à";"17e";
"50.956881";"1.851611";31158;"Daphnis et Chloé";"Musée des Beaux-Arts (Calais)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0119/elem_0129/FR_62_0004_MUS_95131_0004_low.jpg"
"45.899247";"6.129384";27209;"David et Goliath";"Musée-château (Annecy)";"Anonyme italien";"attribué à";"17e";
"47.218371";"-1.553621";28697;"Cupidon";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0015/elem_0224/FR44_0001_MUS_UK_28697_Inv259_0259_low.jpg"
"45.899247";"6.129384";27206;"Dalila sous une tente avec une tapisserie";"Musée-château (Annecy)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0192/elem_0231/FR74_0001_27206_0016_low.jpg"
"49.2152477";"1.1686123";30470;"Buste de femme";"Musée municipal (Louviers)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0248/elem_0037/FR27_0003_MUS_9843_0001_low.jpg"
"46.851852";"1.069449";31064;"Chanteur italien";"Château-Musée (Azay-le-Ferron)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0122/elem_0058/FR36_0001_DOM_AF35_0017_low.jpg"
"47.218371";"-1.553621";28757;"Bouquet de fleurs";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0016/elem_0017/FR44_0001_MUS_UK_28757_Inv3075_0297_low.jpg"
"45.564601";"5.917781";96846;"Buste de femme";"Musée des Beaux-Arts (Chambéry)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0010/elem_0066/FR73_0001_MUS_096846_0382_low.jpg"
"43.529742";"5.447427";131297;"Chienne attachée";"Musée Granet (Aix-en-Provence)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0012/elem_0011/FR13_0001_MUS_131297_0374_low.jpg"
"47.997542";"-4.097899";25176;"Choc de cavalerie";"Musée des Beaux-Arts (Quimper)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0121/elem_0074/FR29_0025_MUS_8731600_0104_low.jpg"
"48.956682";"4.363073";97240;"Charles VIII";"Musée Garinet (Châlons-en-Champagne)";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0016/elem_0175/FR51_0002_MUS_UK_97240_0011_low.jpg"
"49.849871";"3.284682";31575;"Chevalier sur sa monture";"Musée Antoine Lécuyer (Saint-Quentin)";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0001/elem_0011/FR80_0002_MUS_L728_0020_low.jpg"
"47.997542";"-4.097899";25168;"Guerrier dalmate (?)";"Musée des Beaux-Arts (Quimper)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0121/elem_0035/FR29_0025_MUS_8731470_0096_low.jpg"
"47.320941";"5.042226";21216;"Hercule et Cacus";"Musée Magnin (Dijon)";"Anonyme italien";"attribué à";"17e";
"43.529742";"5.447427";27064;"Groupe de personnages sur une balustrade";"Musée Granet (Aix-en-Provence)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0011/elem_0199/FR13_0001_MUS_027064_0312_low.jpg"
"47.997542";"-4.097899";25188;"Guerrier";"Musée des Beaux-Arts (Quimper)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0121/elem_0105/FR29_0025_MUS_8731688_0115_low.jpg"
"45.764043";"4.835659";21946;"Jésus devant le Sanhédrin";"Musée des Beaux-Arts (Lyon)";"Anonyme italien";"attribué à";"17e";
"46.811434";"1.686779";30002;"Jésus enfant entre sa mère et son père, et la Sainte Trinité";"Musée Bertrand (Châteauroux)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0122/elem_0077/FR36_0002_MUS_2918_0019_low.jpg"
"43.836699";"4.360054";31138;"Isaïe";"Musée des Beaux-Arts (Nîmes)";"Anonyme italien";"attribué à";"17e";
"43.529742";"5.447427";26719;"Jésus couronné d'épines";"Musée Granet (Aix-en-Provence)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0011/elem_0035/FR13_0001_MUS_026719_0148_low.jpg"
"49.443232";"1.099971";22243;"Grappe de raisins";"Musée des Beaux-Arts (Rouen)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0250/elem_0088/FR76_0006_MUS_907117_0043_low.jpg"
"46.851852";"1.069449";31066;"Groupe avec un joueur de guitare, dans un paysage avec une maison";"Château-Musée (Azay-le-Ferron)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0122/elem_0045/FR36_0001_DOM_AF12_0018_low.jpg"
"48.871374";"2.317557";31227;"Fruits et fleurs";"Ministère de l'Intérieur (Paris)";"Anonyme italien";"attribué à";"non précisé";
"48.113748";"5.1392559";31180;"Grande nature morte";"Musée d'Art et d'Histoire (Chaumont)";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0016/elem_0183/FR52_0001_MUS_UK_31180_0020_low.jpg"
"50.29205";"2.773667";30917;"Groupe de comédiens ou Conversation galante";"Musée des Beaux-Arts (Arras)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0119/elem_0080/FR_62_0001_MUS_896115_0016_low.jpg"
"43.529742";"5.447427";26873;"Groupe de personnages sur fond de ruines antiques";"Musée Granet (Aix-en-Provence)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0011/elem_0136/FR13_0001_MUS_026873_0249_low.jpg"
"47.089535";"5.489201";20683;"Groupe d'enfants";"Musée des Beaux-Arts (Dole)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0016/elem_0106/FR39_0001_MUS_20683_0013_low.jpg"
"41.919229";"8.738635";131869;"Groupe de canards épouvantés par un faucon";"Palais Fesch-musée des beaux-arts (Ajaccio)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0079/elem_0180/FR2A_0003_MUS_131869_0302_low.jpg"
"50.956881";"1.851611";31513;"Femme aux fleurs";"Musée des Beaux-Arts (Calais)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0119/elem_0136/FR_62_0005_MUS_985413_0006_low.jpg"
"47.997542";"-4.097899";25178;"Femme en costume traditionnel";"Musée des Beaux-Arts (Quimper)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0121/elem_0136/FR29_0025_MUS_8731870_0106_low.jpg"
"42.6081585";"8.8610452";223366;"Évêque";"Eglise paroissiale Saint-Georges (Algajola)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0087/elem_0197/FR2B_0001_REL_223366_0110_low.jpg"
"47.089535";"5.489201";20684;"Femme au turban";"Musée des Beaux-Arts (Dole)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0016/elem_0107/FR39_0001_MUS_20684_0012_low.jpg"
"43.344233";"3.215795";30603;"Fleurs et fruits. Melons, grenades et cerises";"Musée des Beaux-Arts (Béziers)";"Anonyme italien";"attribué à";"non précisé";"folder_0004/folder_0082/elem_0225/FR34_0004_MUS_30603_0016_low.jpg"
"51.036025";"2.381394";31438;"Flore et Zéphyr";"Musée des Beaux-Arts (Dunkerque)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0119/elem_0064/FR_59_0009_MUS_P665_0043_low.jpg"
"45.764043";"4.835659";133982;"Fleurs et fruits";"Musée des Beaux-Arts (Lyon)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0215/elem_0056/FR69_0007_MUS_133982_0052_low.jpg"
"43.604652";"1.444209";29238;"Fleurs et fruits sur un plateau d'argent";"Musée des Augustins (Toulouse)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0162/elem_0064/FR31_0001_MUS_29238_0115_low.jpg"
"41.621822";"8.97472";145410;"Entrée triomphale";"Mairie (Sartène)";"Anonyme italien";"attribué à";"17e";
"47.3952904";"0.6946204";30021;"Equipage à cheval";"Musée des Beaux-Arts (Tours)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0122/elem_0154/FR37_0015_MUS_1858117_0145_low.jpg"
"45.159555";"1.533937";145630;"Enfant nu - l'Eté";"Musée Labenche (Brive-la-Gaillarde)";"Anonyme italien";"attribué à";"non précisé";"folder_0004/folder_0075/elem_0170/UK_145630_low.jpg"
"45.159555";"1.533937";145629;"Enfant nu - l'Hiver";"Musée Labenche (Brive-la-Gaillarde)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0075/elem_0168/UK_145629_low.jpg"
"45.764043";"4.835659";22564;"Étude de tête";"Musée des Beaux-Arts (Lyon)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0215/elem_0018/FR69_0007_MUS_22564_0076_low.jpg"
"43.184277";"3.003078";29186;"Étude pour un adolescent en buste";"Musée d'Art et d'Histoire (Narbonne)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0083/elem_0192/FR11_0003_MUS_29186_0065_low.jpg"
"43.212161";"2.353663";141894;"Étude de femme";"Musée des Beaux-Arts (Carcassonne)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0019/elem_0069/FR11_0002_MUS_141894_0020_low.jpg"
"43.296482";"5.36978";24052;"Étude de femme";"Musée des Beaux-Arts (Marseille)";"Anonyme italien";"attribué à";"17e";
"50.29205";"2.773667";31425;"L'Assomption de la Vierge";"Musée des Beaux-Arts (Arras)";"Anonyme italien";"attribué à";"non précisé";"folder_0001/folder_0119/elem_0094/FR_62_0001_MUS_945138_0035_low.jpg"
"41.919229";"8.738635";102709;"L'Assomption de la Vierge avec saint Euphrase et saint François-Xavier";"Palais Fesch-musée des beaux-arts (Ajaccio)";"Anonyme italien";"attribué à";"17e";
"48.590627";"0.651923";96131;"L'Annonciation (à gauche); La Purification de la Vierge (à droite)";"Eglise Saint-Aubin (Tourouvre)";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0018/elem_0041/FR61_0002_REL_UK_96131_0023_low.jpg"
"46.323716";"-0.464777";27000;"L'Apparition de la Vierge aux religieux servites";"Musée Bernard d'Agesci (Niort)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0124/elem_0051/FR79_0002_MUS_D86325_0027_low.jpg"
"47.997542";"-4.097899";25161;"L'Éducation d'Edipe enfant (?)";"Musée des Beaux-Arts (Quimper)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0121/elem_0142/FR29_0025_MUS_873193_0089_low.jpg"
"43.529742";"5.447427";27015;"L'Enfant Jésus apparaissant à saint François";"Musée Granet (Aix-en-Provence)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0011/elem_0153/FR13_0001_MUS_027015_0266_low.jpg"
"47.218371";"-1.553621";28728;"L'Assomption de la Vierge ou d'une sainte";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0015/elem_0244/FR44_0001_MUS_UK_28728_Inv2803_0279_low.jpg"
"48.956682";"4.363073";127399;"L'Astronomie";"Musée Garinet (Châlons-en-Champagne)";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0111/elem_0181/FR_51_003_MUS_UK_127399_low.jpg"
"45.431396";"1.703088";145848;"L'Agonie du Christ au Jardin des oliviers";"Eglise paroissiale Saint-Cosme, Saint-Damien (Chamboulive)";"Anonyme italien";"attribué à";"17e";
"47.218371";"-1.553621";28699;"L'Amour brisant son arc";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0015/elem_0226/FR44_0001_MUS_UK_28699_Inv261_0261_low.jpg"
"44.838946";"-0.581712";23625;"L'Adoration des mages";"Musée des Beaux-Arts (Bordeaux)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0020/elem_0044/FR33_0001_MUS_23625_0118_low.jpg"
"47.478419";"-0.563166";25973;"L'Adoration des Mages";"Musée des Beaux-Arts (Angers)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0118/elem_0068/FR_49_0001_MUS_MBAJ342_0028_low.jpg"
"51.036025";"2.381394";31435;"L'Annonciation";"Musée des Beaux-Arts (Dunkerque)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0119/elem_0063/FR_59_0009_MUS_P664_0040_low.jpg"
"43.529742";"5.447427";26880;"L'Annonciation";"Musée Granet (Aix-en-Provence)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0011/elem_0142/FR13_0001_MUS_026880_0255_low.jpg"
"51.036025";"2.381394";31434;"L'Annonciation";"Musée des Beaux-Arts (Dunkerque)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0119/elem_0056/FR_59_0009_MUS_P644_0039_low.jpg"
"47.795368";"3.566457";30598;"Judith et Holopherne";"Musée Leblanc-Duvernoy (Auxerre)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0007/elem_0200/FR89_0003_MUS_30598_0001_low.jpg"
"47.5860921";"1.3359475";31537;"Judith se parant";"Musée des Beaux-Arts (Blois)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0088/elem_0006/FR41_0001_MUS_31537_0036_low.jpg"
"47.218371";"-1.553621";28745;"Joueur de flûte";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0016/elem_0006/FR44_0001_MUS_UK_28745_Inv2978_0286_low.jpg"
"41.621822";"8.97472";145409;"Joute sur un pont de Venise";"Mairie (Sartène)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0090/elem_0090/FR2A_0004_ADM_145409_0003_low.jpg"
"47.317534";"5.028305";24804;"L'Adoration des Bergers";"Hôpital général (Dijon)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0006/elem_0065/FR75_0001_MED_24804_0025_low.jpg"
"47.218371";"-1.553621";28536;"L'Adoration des Bergers";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0015/elem_0170/FR44_0001_MUS_UK_28536_Inv224_0209_low.jpg"
"46.811434";"1.686779";30003;"L'Adoration des bergers";"Musée Bertrand (Châteauroux)";"Anonyme italien";"attribué à";"17e";"folder_0001/folder_0122/elem_0074/FR36_0002_MUS_2001016_0020_low.jpg"
"47.218371";"-1.553621";28727;"L'Adoration des bergers";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0015/elem_0243/FR44_0001_MUS_UK_28727_Inv2801_0278_low.jpg"
"47.218371";"-1.553621";28750;"Jeune femme tenant une épée";"Musée d'arts de Nantes";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0016/elem_0011/FR44_0001_MUS_UK_28750_Inv3011_0291_low.jpg"
"48.172402";"6.449403";30963;"Jeune homme nu jouant avec un bélier / Pâtre nu";"Musée départemental d'Art ancien et contemporain (Epinal)";"Anonyme italien";"attribué à";"17e";
"43.610769";"3.876716";137689;"Jésus guérissant un aveugle";"Musée Fabre (Montpellier)";"Anonyme italien";"attribué à";"17e";"folder_0003/folder_0248/elem_0033/FR34_0001_MUS_137689_0097_low.jpg"
"49.443232";"1.099971";22247;"Jésus porté au Tombeau par deux anges";"Musée des Beaux-Arts (Rouen)";"Anonyme italien";"attribué à";"17e";
"46.169599";"1.871452";147358;"Joseph et la femme de Putiphar";"Musée de la Sénatorerie (Guéret)";"Anonyme italien";"attribué à";"17e";"folder_0004/folder_0082/elem_0249/FR23_0001_MUS_147358_0012_low.jpg"
"48.44405";"2.890114";131303;"Joseph racontant ses songes à ses frères";"Eglise Saint-Nicolas (Valence-en-Brie)";"Anonyme italien";"attribué à";"17e";"folder_0002/folder_0149/elem_0002/FR77_0001_REL_UK_131303_0031_low.jpg"
